price_total,address,area_sqft,latitude,longitude,bhk,bathrooms,balcony,status,transaction,furnishing,property_type,price_per_sqft,city,source
7500000,"Sector 76, Noida, Amarpali Silicon City, Noida, Delhi NCR",1545,28.56854169,77.37929993,3,3,2,Ready to Move,Resale,Semi-Furnished,Individual House,4854.368932,Noida,original
7000000,"Flat no.2003, 19thTower, Sector 100, Noida, Sector 100, Noida, Delhi NCR",1171,28.54341218,77.367853,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5977.796755,Noida,original
4500000,"Omega 1, Greater Noida, Uttar Pradesh, Omega 1, Greater Noida, Delhi NCR",1165,28.45606623,77.51645682,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3862.660944,Greater Noida,original
4000000,"Mulberry County Sector 70 Faridabad Haryana 121001., Sector 70, Faridabad, Delhi NCR",1220,28.341621,77.353443,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3278.688525,Faridabad,original
4500000,"Sector 76, Noida, Delhi NCR",875,28.56541475,77.383196,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5142.857143,Noida,original
6000000,"14th Avenue Gaur City-2, Greater Noida West, Greater Noida, Delhi NCR",1375,28.605958,77.444512,3,3,2,Ready to Move,Resale,Furnished,Flat,4363.636364,Greater Noida,original
8200000,"Sector 21, Faridabad, Delhi NCR",1400,28.43239732,77.29327746,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5857.142857,Faridabad,original
5290000,"D16 /137 sector 7, Sector 7 Rohini, New Delhi - Rohini, Delhi NCR",625,28.70823479,77.11781311,2,2,2,Ready to Move,Resale,Unfurnished,Flat,8464,New Delhi,original
2630000,"Sec-85 Block-B Faridabad, New Industrial Township, Faridabad, Delhi NCR",758,28.3919891,77.2999103,3,2,2,Ready to Move,Resale,Unfurnished,Flat,3469.656992,Faridabad,original
3900000,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",950,28.685969,77.3508975,2,2,2,Ready to Move,Resale,Furnished,Flat,4105.263158,Ghaziabad,original
12000000,"e block sector 57, Sector 57, Gurgaon, Delhi NCR",2000,28.4215541,77.0780609,3,2,2,Ready to Move,Resale,Unfurnished,Individual House,6000,Gurgaon,original
12500000,"Ramakrishna apartment, Indraprastha Extension, New Delhi - East, Delhi NCR",1450,28.6342651,77.29852838,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,8620.689655,New Delhi,original
2500000,"Rajnagar Extension Gahziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",854,28.719778,77.451306,2,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,2927.400468,Ghaziabad,original
5500000,"Indirapuram, Ghaziabad, Delhi NCR",1100,28.6493479,77.3696259,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,5000,Ghaziabad,original
3850000,"Rajendra Park, Rajendra Park, Gurgaon, Delhi NCR",600,28.49383736,77.00718689,3,2,1,Ready to Move,Resale,Unfurnished,Individual House,6416.666667,Gurgaon,original
8000000,"704/4 Vipul Lavanya, Sector 81, Gurgaon, Delhi NCR",1780,28.3884743,76.9470835,3,3,2,Ready to Move,Resale,Furnished,Flat,4494.382022,Gurgaon,original
6820000,"Indirapuram, Ghaziabad, Delhi NCR",1250,28.64934731,77.36962891,2,2,2,Ready to Move,Resale,Furnished,Individual House,5456,Ghaziabad,original
5500000,"House # 7, Block C, Sector 11, Faridabad, Delhi NCR",1400,28.3748149,77.3195231,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3928.571429,Faridabad,original
6000000,"K Block, Sainik Colony, Faridabad, Delhi NCR",1377,28.39802742,77.27522278,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4357.298475,Faridabad,original
5500000,"Sahibabad, Ghaziabad, Delhi NCR",1150,28.6644882,77.3474938,3,3,2,Ready to Move,Resale,Furnished,Flat,4782.608696,Ghaziabad,original
6200000,"Mig., Brij Vihar, Ghaziabad, Delhi NCR",1600,28.6693269,77.336336,2,2,2,Ready to Move,Resale,Unfurnished,Individual House,3875,Ghaziabad,original
10000000,"Sector 48, Gurgaon, Delhi NCR",1728,28.41963169,77.1051974,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5787.037037,Gurgaon,original
4200000,"Plot no.614, Flat no.A-1, Niti Khand-1, Indiarapuram, Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",1000,28.64528275,77.36209869,2,2,1,Ready to Move,New Property,Semi-Furnished,Flat,4200,Ghaziabad,original
6860000,"sector 144 Noida, Sector 144, Noida, Delhi NCR",1355,28.496607,77.439827,3,2,1,Ready to Move,Resale,Unfurnished,Flat,5062.730627,Noida,original
3600000,"Gyan Khand 2, Ghaziabad, Delhi NCR",950,28.6436225,77.352839,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3789.473684,Ghaziabad,original
4350000,"Noida Extension, Greater Noida, Delhi NCR",1205,28.605958,77.444512,2,2,3,Ready to Move,Resale,Furnished,Flat,3609.958506,Greater Noida,original
10500000,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",2085,28.65662,77.4048,3,4,4,Ready to Move,Resale,Semi-Furnished,Flat,5035.971223,Ghaziabad,original
9020000,"South City 2, Gurgaon, Delhi NCR",1261,28.4178669,77.0512457,3,2,2,Ready to Move,Resale,Unfurnished,Flat,7153.053132,Gurgaon,original
2900000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",930,28.708744,77.417028,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3118.27957,Ghaziabad,original
5000000,"Greater Noida West, Greater Noida, Delhi NCR",1440,28.605958,77.444512,3,2,2,Ready to Move,Resale,Unfurnished,Individual House,3472.222222,Greater Noida,original
14500000,"Sector 67, Gurgaon, Delhi NCR",2776,28.386595,77.0605754,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5223.342939,Gurgaon,original
3500000,"Tilpata karanwas, Greater Noida, Delhi NCR",720,28.52973938,77.52974701,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,4861.111111,Greater Noida,original
20500000,"Sector B Vasant Kunj, New Delhi - South, Delhi NCR",1800,28.5264864,77.158826,3,2,2,Ready to Move,Resale,Unfurnished,Flat,11388.88889,New Delhi,original
4600000,"A105 SF parsavnath paradise, Mohan Nagar, Ghaziabad, Delhi NCR",1050,28.677177,77.381438,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4380.952381,Ghaziabad,original
2800000,"Shalimar garden, Ghaziabad, Delhi NCR",700,28.6895689,77.3386129,2,2,2,Ready to Move,Resale,Unfurnished,Flat,4000,Ghaziabad,original
3500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1015,28.70949317,77.426425,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3448.275862,Ghaziabad,original
6200000,"Sector 4, Greater Noida, Delhi NCR",1470,28.6109351,77.4294948,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4217.687075,Greater Noida,original
12500000,"Sector 50, Noida, Delhi NCR",1879,28.574196,77.37192,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,6652.474721,Noida,original
11500000,"wz 20 bhagwan dass nagar extn, Bhagwan Das Nagar, New Delhi - West, Delhi NCR",1140,28.67061424,77.14819336,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,10087.7193,New Delhi,original
6500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1500,28.70217,77.430308,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4333.333333,Ghaziabad,original
3000000,"Sector 95, Gurgaon, Delhi NCR",550,28.416797,76.90282,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5454.545455,Gurgaon,original
6500000,"Sector 107, Gurgaon, Delhi NCR",1366,28.514908,76.974388,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4758.418741,Gurgaon,original
17500000,"House no c 49 GURGAON, Sushant Lok 2, Gurgaon, Delhi NCR",2650,28.423049,77.08741,5,5,3,Ready to Move,Resale,Semi-Furnished,Individual House,6603.773585,Gurgaon,original
4200000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",998,28.637309,77.413535,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4208.416834,Ghaziabad,original
14500000,"plot no.13 internal road sector 52 gurgaon, Sector 52, Gurgaon, Delhi NCR",2250,28.43513524,77.08934846,3,3,4,Ready to Move,Resale,Semi-Furnished,Flat,6444.444444,Gurgaon,original
12500000,"Sector 85, Gurugram, Delhi NCR, Sector 85, Gurgaon, Delhi NCR",2600,28.406684,76.952289,4,4,4,Ready to Move,Resale,Semi-Furnished,Flat,4807.692308,Gurgaon,original
8500000,"Plot number 25 bolck H14 Vatika India Next Sector 82 gurugram, Sector 82, Gurgaon, Delhi NCR",1264,28.49696159,77.0256958,3,3,1,Ready to Move,Resale,Furnished,Flat,6724.683544,Gurgaon,original
5000000,"Vasundhara, Ghaziabad, Delhi NCR",1100,28.659557,77.3747659,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4545.454545,Ghaziabad,original
5800000,"RZD  3156 mahaveer Enclev part 1 Dwarka Sector  1, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",1020,28.59897041,77.08369446,3,2,2,Ready to Move,New Property,Semi-Furnished,Flat,5686.27451,New Delhi,original
7800000,"Chi 5, Greater Noida, Delhi NCR",1735,28.43019427,77.50613308,3,3,4,Ready to Move,Resale,Semi-Furnished,Flat,4495.677233,Greater Noida,original
4200000,"Rajendra Nagar, Ghaziabad, Delhi NCR",1200,28.6817665,77.3636535,3,3,1,Ready to Move,Resale,Unfurnished,Flat,3500,Ghaziabad,original
11100000,"Sector 21C, Faridabad, Delhi NCR",2150,28.4331716,77.29144566,3,3,4,Ready to Move,Resale,Semi-Furnished,Individual House,5162.790698,Faridabad,original
7000000,"Techzone 4, Greater Noida, Delhi NCR",1745,28.58672,77.43968,3,4,2,Ready to Move,Resale,Semi-Furnished,Flat,4011.461318,Greater Noida,original
9800000,"Sector 8, Faridabad, Delhi NCR",2250,28.362361,77.3353025,4,3,4,Ready to Move,Resale,Unfurnished,Individual House,4355.555556,Faridabad,original
4500000,"Sector 89, Faridabad, Delhi NCR",1268,28.4178336,77.3670774,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3548.895899,Faridabad,original
6200000,"Laxman Vihar Phase 2, Laxman Vihar, Gurgaon, Delhi NCR",1050,28.4812055,77.0089031,2,3,2,Ready to Move,Resale,Unfurnished,Flat,5904.761905,Gurgaon,original
6250000,"Sushant Lok 2, Gurgaon, Delhi NCR",900,28.424761,77.085093,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6944.444444,Gurgaon,original
12500000,"Sector 56, Gurgaon, Delhi NCR",2000,28.4244375,77.098212,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,6250,Gurgaon,original
9350000,"Mithapur Extension, New Delhi - South, Delhi NCR",900,28.49138832,77.32955933,10,7,6,Ready to Move,Resale,Unfurnished,Individual House,10388.88889,New Delhi,original
3700000,"Sector 73, Noida, Delhi NCR",900,28.591408,77.38849587,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4111.111111,Noida,original
4200000,"A1, f-139/a., Jawahar Park, New Delhi - South, Delhi NCR",750,28.5076265,77.232864,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,5600,New Delhi,original
7300000,"A-356 Shastri Nagar 110052, Shastri Nagar, New Delhi - West, Delhi NCR",1000,28.67008972,77.18177032,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,7300,New Delhi,original
5200000,"Sat Bari, New Delhi - South, Delhi NCR",1100,28.473014,77.1971125,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,4727.272727,New Delhi,original
4400000,"Near Galgotia University, Plot No. TS01, Yamuna Expy, Sector 17A, Greater Noida, Uttar Pradesh, Yamuna Expressway, Greater Noida, Delhi NCR",1295,28.409001,77.519155,3,2,4,Ready to Move,Resale,Semi-Furnished,Individual House,3397.683398,Greater Noida,original
4200000,"29/6 Cassia Road Shipra Suncity Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",780,28.63599675,77.37406697,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5384.615385,Ghaziabad,original
7000000,"Indirapuram, Ghaziabad, Delhi NCR",1080,28.63527193,77.37039464,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6481.481481,Ghaziabad,original
5800000,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",930,28.6341305,77.3338579,2,2,2,Ready to Move,Resale,Unfurnished,Flat,6236.55914,Ghaziabad,original
3000000,"Sector 79, Gurgaon, Delhi NCR",546,28.358049,76.983563,2,2,2,Ready to Move,Resale,Unfurnished,Flat,5494.505495,Gurgaon,original
12000000,"The Lilac-2, Sec-49, Near Sohna Road, Omax Mall, Gurgaon, Haryana, Pin-122001., Sector 49, Gurgaon, Delhi NCR",1720,28.413677,77.05175,3,3,1,Ready to Move,Resale,Semi-Furnished,Individual House,6976.744186,Gurgaon,original
9800000,"H304., Sector 70, Noida, Delhi NCR",1839,28.59594917,77.38369751,3,3,4,Ready to Move,Resale,Semi-Furnished,Individual House,5328.983143,Noida,original
7800000,"Vasundhara, Ghaziabad, Delhi NCR",1325,28.657498,77.36476551,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5886.792453,Ghaziabad,original
9800000,"Abul Fazal Enclave Part 1, New Delhi - South, Delhi NCR",1550,28.5594491,77.2937965,4,3,2,Ready to Move,Resale,Semi-Furnished,Flat,6322.580645,New Delhi,original
6500000,"Uttam Nagar West, New Delhi - West, Delhi NCR",1350,28.621767,77.055846,4,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4814.814815,New Delhi,original
5500000,"cs7, Sector 74, Noida, Delhi NCR",1250,28.574637,77.388803,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4400,Noida,original
5500000,"A-63 ashoka enclave part 2 faridabad., Ashoka Enclave Part 2, Faridabad, Delhi NCR",1300,28.4801967,77.3113014,2,2,2,Ready to Move,Resale,Unfurnished,Flat,4230.769231,Faridabad,original
2500000,"Mahavir Enclave, New Delhi - Dwarka, Delhi NCR",550,28.6008776,77.0803144,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,4545.454545,New Delhi,original
2750000,"kamaljeet82@gmail.com, Sarfabad, Noida, Delhi NCR",800,28.5862408,77.38673366,2,2,1,Ready to Move,Resale,Unfurnished,Flat,3437.5,Noida,original
4000000,"Dhanwapur Road, Surat Nagar, Sector 104, Shankar Vihar, Gurgaon Rural, Gurugram, Haryana 122006, Dhanwapur, Gurgaon, Delhi NCR",800,28.486291,77.001973,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,5000,Gurgaon,original
6800000,"Indirapuram, Ghaziabad, Delhi NCR",1595,28.6493479,77.3696259,3,2,2,Ready to Move,Resale,Furnished,Flat,4263.322884,Ghaziabad,original
11500000,"B-503., Sector 70, Gurgaon, Delhi NCR",1950,28.394708,77.01856,3,5,3,Ready to Move,Resale,Semi-Furnished,Individual House,5897.435897,Gurgaon,original
3200000,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",950,28.685969,77.3508975,2,2,1,Ready to Move,Resale,Unfurnished,Individual House,3368.421053,Ghaziabad,original
10000000,"Sector 56, Gurgaon, Delhi NCR",1366,28.4244375,77.098212,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,7320.644217,Gurgaon,original
4200000,"Omicron 1, Greater Noida, Delhi NCR",1300,28.46267033,77.55830252,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3230.769231,Greater Noida,original
4200000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1190,28.704541,77.42919553,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3529.411765,Ghaziabad,original
3200000,"Techzone 4, Greater Noida, Delhi NCR",748,28.5859957,77.4338341,2,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,4278.074866,Greater Noida,original
8500000,"Sector 37C, Gurugram, Delhi NCR, Sector 37C, Gurgaon, Delhi NCR",1820,28.455151,76.98642,3,3,2,Ready to Move,Resale,Unfurnished,Individual House,4670.32967,Gurgaon,original
6000000,"Noida sector 118, Sector 118, Noida, Delhi NCR",1255,28.582315,77.4047195,2,2,3,Ready to Move,Resale,Unfurnished,Flat,4780.876494,Noida,original
9800000,"Sector 82, Gurgaon, Delhi NCR",1880,28.3929103,76.9589066,3,3,2,Ready to Move,Resale,Semi-Furnished,Individual House,5212.765957,Gurgaon,original
9500000,"Kaushambi, Ghaziabad, Delhi NCR",1900,28.6420559,77.323499,3,3,1,Ready to Move,Resale,Semi-Furnished,Flat,5000,Ghaziabad,original
2890000,"Bhopura, Ghaziabad, Delhi NCR",965,28.728555,77.337353,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,2994.818653,Ghaziabad,original
6000000,"2507, 2nd floor, Punjabi Basti Subzi Mandi, New Delhi - North, Delhi NCR",1000,28.67310143,77.20384979,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6000,New Delhi,original
3300000,"Mahagunpuram, Ghaziabad, Delhi NCR",1045,28.666056,77.479854,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,3157.894737,Ghaziabad,original
9500000,"Vasundhara, Ghaziabad, Delhi NCR",1675,28.6690335,77.37680594,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5671.641791,Ghaziabad,original
6300000,"Vaishali, Ghaziabad, Delhi NCR",1350,28.6441755,77.336519,3,3,1,Ready to Move,Resale,Semi-Furnished,Flat,4666.666667,Ghaziabad,original
8000000,"Sector 82, Gurgaon, Delhi NCR",1360,28.3929103,76.9589066,2,2,2,Ready to Move,Resale,Unfurnished,Individual House,5882.352941,Gurgaon,original
8000000,"New Industrial Township, Faridabad, Delhi NCR",1726,28.395754,77.2968039,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,4634.994206,Faridabad,original
6500000,"Sector 37D, Gurgaon, Delhi NCR",1310,28.446568,76.968477,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4961.832061,Gurgaon,original
5000000,"Sector 93, Noida, Sector 93, Noida, Delhi NCR",1100,28.522768,77.3897749,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,4545.454545,Noida,original
6500000,"Sector 6 Vaishali, Ghaziabad, Delhi NCR",1100,28.64858818,77.35334015,3,2,2,Ready to Move,Resale,Furnished,Individual House,5909.090909,Ghaziabad,original
4900000,"sector 36 Sohna, Sector 36 Sohna, Gurgaon, Delhi NCR",1081,28.422652,77.037603,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4532.839963,Gurgaon,original
6000000,"Crossings Republik, Ghaziabad, Delhi NCR",1750,28.630654,77.436644,3,3,4,Ready to Move,Resale,Semi-Furnished,Flat,3428.571429,Ghaziabad,original
5200000,"Indirapuram, Ghaziabad, Delhi NCR",1275,28.6493479,77.3696259,3,2,2,Ready to Move,Resale,Furnished,Flat,4078.431373,Ghaziabad,original
7500000,"Tower H, GH-03, Sector 120, Noida, Sector 120, Noida, Delhi NCR",1475,28.532778,77.377052,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5084.745763,Noida,original
2600000,"house rz 2664 street no 25 tughlkabad extension, Tughlakabad Extension, New Delhi - South, Delhi NCR",520,28.5211335,77.257881,2,2,1,Ready to Move,Resale,Semi-Furnished,Individual House,5000,New Delhi,original
4500000,"Sector 143, Noida, Delhi NCR",850,28.5028911,77.4257,2,2,2,Ready to Move,Resale,Unfurnished,Flat,5294.117647,Noida,original
4500000,"Techzone 4, Greater Noida, Uttar Pradesh, Techzone 4, Greater Noida, Delhi NCR",1080,28.595077,77.456026,3,2,4,Ready to Move,Resale,Semi-Furnished,Flat,4166.666667,Greater Noida,original
4950000,"Noida Extension, Greater Noida, Delhi NCR",1350,28.60488319,77.42591095,3,3,1,Ready to Move,Resale,Semi-Furnished,Individual House,3666.666667,Greater Noida,original
22500000,"house no 7709, Dlf City Phase 4, Gurgaon, Delhi NCR",2000,28.34594727,77.32607269,4,4,2,Ready to Move,Resale,Semi-Furnished,Flat,11250,Gurgaon,original
3450000,"Crossings Republik, Ghaziabad, Delhi NCR",1075,28.6297895,77.4338883,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3209.302326,Ghaziabad,original
7500000,"N Tower Flat 1303 13th floor.  Supertech ecociti Noida, Sector 137, Noida, Delhi NCR",1595,28.51183419,77.41127367,3,3,4,Ready to Move,Resale,Semi-Furnished,Flat,4702.194357,Noida,original
6200000,"D Block, Kiran Garden, New Delhi - West, Delhi NCR",1150,28.61848831,77.04781342,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5391.304348,New Delhi,original
4000000,"Z block, Sector 12, Noida, Delhi NCR",645,28.5952009,77.3364575,2,2,2,Ready to Move,Resale,Unfurnished,Flat,6201.550388,Noida,original
7500000,"Sector 168, Noida, Delhi NCR",1625,28.49629327,77.40851995,3,3,2,Ready to Move,Resale,Semi-Furnished,Individual House,4615.384615,Noida,original
8000000,"Sector 37D, Gurugram, Haryana, Dwarka Expressway, Gurgaon, Delhi NCR",1485,28.447828,76.970377,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5387.205387,Gurgaon,original
4700000,"Eta 2, Greater Noida, Delhi NCR",1189,28.498557,77.54265046,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3952.901598,Greater Noida,original
5200000,"Casa Woodstock, Gaur City 2, noida extension., Noida Extension, Noida, Delhi NCR",1333,28.61996492,77.42338265,3,2,4,Ready to Move,Resale,Semi-Furnished,Flat,3900.975244,Noida,original
8500000,"Sector 10A, Gurgaon, Delhi NCR",1785,28.4446244,77.009305,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4761.904762,Gurgaon,original
4000000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1190,28.70375824,77.42686462,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3361.344538,Ghaziabad,original
4300000,"Dwarka Mor Sevak Park B Block-New DElhi-110059, Dwarka Mor, New Delhi - West, Delhi NCR",800,28.63479042,77.04908752,3,2,1,Ready to Move,New Property,Semi-Furnished,Flat,5375,New Delhi,original
4000000,"29, Sm-2 Naveen Park, Shyam park extn, Shyam Park Extension, Ghaziabad, Delhi NCR",900,28.68011475,77.36381531,3,2,3,Ready to Move,Resale,Furnished,Flat,4444.444444,Ghaziabad,original
3200000,"Plot number 4 and 5 Gali number 1 block F Laxman  vihar phase I Opposite apna Enclave gurgaon, Laxman Vihar, Gurgaon, Delhi NCR",700,28.49748993,77.02715302,2,2,1,Ready to Move,Resale,Semi-Furnished,Individual House,4571.428571,Gurgaon,original
4200000,"Sector 74, Noida, Delhi NCR",930,28.5783723,77.3873,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4516.129032,Noida,original
3000000,"sector zita-1 Greater Noida u.p, Zeta 1, Greater Noida, Delhi NCR",895,28.50772403,77.52093696,2,2,3,Ready to Move,Resale,Semi-Furnished,Individual House,3351.955307,Greater Noida,original
1900000,"Sai Enclave, Raj Nagar Extension, Ghaziabad, Delhi NCR",650,28.7040534,77.4373305,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,2923.076923,Ghaziabad,original
13500000,"Shivpuri, Gurgaon, Delhi NCR",2000,28.46961276,77.01871807,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6750,Gurgaon,original
4500000,"Panchvati Colony, Ghaziabad, Delhi NCR",945,28.6469692,77.4416557,3,2,2,Ready to Move,Resale,Unfurnished,Flat,4761.904762,Ghaziabad,original
5600000,"Sector Omega 1, Greater Noida, Uttar Pradesh, Omega 1, Greater Noida, Delhi NCR",1405,28.4570313,77.514304,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3985.765125,Greater Noida,original
6800000,"Plot No. 5, 1st Floor, Shakti khand-4, Near Harsha Mall, Indirapuram, Ghaziabad, U.P.-201016, Shakti Khand 4, Ghaziabad, Delhi NCR",1300,28.6508286,77.3713991,3,3,1,Ready to Move,Resale,Furnished,Flat,5230.769231,Ghaziabad,original
3100000,"Karan Enclave Chipayan Buzurg Lal Kuan Ghaziabad, Lal Kuan, Ghaziabad, Delhi NCR",900,28.6336095,77.4713825,2,2,1,Ready to Move,Resale,Semi-Furnished,Individual House,3444.444444,Ghaziabad,original
9530000,"Sector 45, Noida, Sadarpur, Noida, Delhi NCR",1850,28.548787,77.346032,3,3,2,Ready to Move,Resale,Semi-Furnished,Individual House,5151.351351,Noida,original
5800000,"Jhilmil Colony, New Delhi - East, Delhi NCR",900,28.6711325,77.313072,3,2,2,Ready to Move,Resale,Furnished,Flat,6444.444444,New Delhi,original
4600000,"Lal Kuan, Ghaziabad, Delhi NCR",1375,28.6336095,77.4713825,3,3,3,Ready to Move,Resale,Semi-Furnished,Individual House,3345.454545,Ghaziabad,original
14000000,"C 1003., Sector 49, Gurgaon, Delhi NCR",1773,28.415887,77.04265128,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,7896.221094,Gurgaon,original
3330000,"Govindpuram, Ghaziabad, Delhi NCR",985,28.6896453,77.4933302,2,2,2,Ready to Move,Resale,Unfurnished,Flat,3380.71066,Ghaziabad,original
8000000,"Sector 21 Block P, Noida, Delhi NCR",1216,28.5889824,77.336095,3,2,2,Ready to Move,Resale,Unfurnished,Individual House,6578.947368,Noida,original
7130000,"Sector 61, Noida, Delhi NCR",1100,28.59633677,77.37134707,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6481.818182,Noida,original
7880000,"Sector 47, Gurgaon, Delhi NCR",997,28.425657,77.04300339,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,7903.711133,Gurgaon,original
4400000,"Rajendra Nagar Ghaziabad, Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",1100,28.63625526,77.43351746,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4000,Ghaziabad,original
6500000,"A1002., Sector 37D, Gurgaon, Delhi NCR",1300,28.448796,76.972154,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5000,Gurgaon,original
6500000,"Kaushambi, Ghaziabad, Delhi NCR",1325,28.6420559,77.323499,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4905.660377,Ghaziabad,original
4730000,"Sector 78, Faridabad, Delhi NCR",1470,28.3808045,77.3721015,3,3,1,Ready to Move,Resale,Unfurnished,Flat,3217.687075,Faridabad,original
13500000,"B Block, Sector 21, Noida, Delhi NCR",1750,28.58434486,77.3363266,4,4,2,Ready to Move,Resale,Unfurnished,Flat,7714.285714,Noida,original
6500000,"sector 137 Noida, Sector 137, Noida, Delhi NCR",1115,28.50827599,77.40989685,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5829.596413,Noida,original
7900000,"Sector 37D, Gurgaon, Delhi NCR",1521,28.45251307,76.97627035,3,2,4,Ready to Move,Resale,Semi-Furnished,Flat,5193.951348,Gurgaon,original
6740000,"F-704, The Atrium, Ramprastha City, Sector - 37D, Gurgaon, Sector 37D, Gurgaon, Delhi NCR",1280,28.448796,76.972154,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5265.625,Gurgaon,original
21000000,"H001., Sector 48, Gurgaon, Delhi NCR",2400,28.34594536,77.32588959,4,4,2,Ready to Move,Resale,Semi-Furnished,Individual House,8750,Gurgaon,original
4200000,"Sector 168, Noida, Delhi NCR",959,28.4931796,77.4041,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4379.562044,Noida,original
7000000,"283/31 laxman vihar phase 2, Laxman Vihar, Gurgaon, Delhi NCR",993,28.48120499,77.0089035,2,2,2,Ready to Move,New Property,Semi-Furnished,Flat,7049.345418,Gurgaon,original
